stage|lat|lon|ele|dist
stage-01|51.91062|4.377190000000001|4.85|0.0
stage-01|51.90941|4.373270000000001|2.17|0.30073667790278813
stage-01|51.908820000000006|4.3704600000000005|1.6900000000000002|0.5050001295025169
stage-01|51.90888|4.366750000000001|5.710000000000001|0.7601819897190015
stage-01|51.90936000000001|4.365880000000001|4.0|0.8603255907297526
stage-01|51.90988|4.363910000000001|2.2700000000000005|1.0088785129483637
stage-01|51.91096|4.361350000000001|0.7200000000000001|1.222655621040914
stage-01|51.911150000000006|4.36089|0.9500000000000001|1.2622823732849067
stage-01|51.911120000000004|4.36008|0.9800000000000002|1.320346090973813
stage-01|51.91085|4.35663|4.050000000000001|1.5648628251263494
stage-01|51.91225000000001|4.35407|3.98|1.7996766837147624
stage-01|51.91353000030112|4.352665002769282|3.73|1.9756780421915414
stage-01|51.91452|4.35146|4.0600000000000005|2.121366735560889
stage-01|51.91496000000001|4.34863|4.140000000000001|2.322915086245029
stage-01|51.914930000000005|4.34769|3.18|2.3893068000902984
stage-01|51.91348000025286|4.346559997029923|2.56|2.5700112358135856
stage-01|51.91114000058472|4.3452899936284135|2.4600000000000004|2.8444222314927217
stage-01|51.90935|4.34449|3.1500000000000004|3.05138650202521
stage-01|51.909580000000005|4.3429400000000005|5.61|3.1622026381523436
stage-01|51.91080751689441|4.339222529415912|1.98|3.451446329466989
stage-01|51.912060000000004|4.338690000000001|0.7300000000000001|3.6477318174238396
stage-01|51.91313|4.3359700000000005|0.84|3.8690322980642757
stage-01|51.914210000000004|4.3369100000000005|1.09|4.0059948126436336
stage-01|51.91501|4.33783|0.55|4.117172172622641
stage-01|51.91612004176513|4.335216056589669|0.39|4.38663845216797
stage-01|51.917120000000004|4.33107|0.34|4.69307588679283
stage-01|51.917500000000004|4.33035|0.04|4.7858966920197075
stage-01|51.91731500374154|4.327779999511622|0.55|4.979411609991395
stage-01|51.91747|4.323510000000001|-2.1|5.273249239056969
stage-01|51.918060047430416|4.318808032879721|-1.18|5.602358274404441
stage-01|51.91871575355277|4.313467162067405|-0.67|5.975959724933718
stage-01|51.91917863687812|4.308495746259113|-1.9200000000000002|6.320774060219572
stage-01|51.91940000462746|4.304955000418311|-2.02|6.568289138324714
stage-01|51.91924|4.3021400000000005|-4.94|6.763701603047825
stage-01|51.91825000000001|4.2994|-5.970000000000001|6.981707123721069
stage-01|51.91581502563656|4.296649864808164|-4.57|7.312894506177615
stage-01|51.91296502564669|4.293809864829461|-2.75|7.684880594202329
stage-01|51.910590000000006|4.2914200000000005|-1.97|7.995717146996361
stage-01|51.908750000000005|4.2886500000000005|-1.97|8.275920165306703
stage-01|51.907590000000006|4.28556|-2.5|8.52470771062589
stage-01|51.90684334771591|4.281126658043939|-0.71|8.841047767400067
stage-01|51.906320004641735|4.276409996721003|6.090000000000001|9.169848376559745
stage-01|51.90563|4.27292|6.090000000000001|9.422171988722514
stage-01|51.90413|4.26937|-0.38|9.71886939959915
stage-01|51.90274|4.26742|-0.38|9.923678764223165
stage-01|51.900760000000005|4.265840000000001|-0.38|10.169572778861292
stage-01|51.898120000000006|4.26456|3.34|10.476091946182926
stage-01|51.895790000000005|4.26358|1.29|10.744101922434632
stage-01|51.89340000000001|4.26105|2.4000000000000004|11.061921267669417
stage-01|51.891630000000006|4.26091|4.180000000000001|11.25966257140344
stage-01|51.892185000698|4.262424992918035|1.86|11.445623621456475
stage-01|51.89424|4.2635700000000005|2.37|11.687375599545636
stage-01|51.89737333840623|4.2651166127382805|2.2|12.051591144399126
stage-01|51.899750000000004|4.2663|1.58|12.32827455230821
stage-01|51.90017|4.2667600000000006|3.0100000000000002|12.396138579735249
stage-01|51.90149|4.26696|4.2700000000000005|12.548812708452694
stage-01|51.90207|4.26691|5.82|12.616393218206557
stage-01|51.902950000000004|4.26491|6.6000000000000005|12.785698739752068
