stage|lat|lon|ele|dist
stage-01|44.183580000000006|12.378800000000002|5.86|0.0
stage-01|44.17841000000001|12.37409|7.03|0.6963003223504343
stage-01|44.178896016745504|12.368120048686025|5.64|1.3446000565596778
stage-01|44.183870000000006|12.360180000000001|4.42|2.1871196382147016
stage-01|44.188872510781195|12.352202526435573|4.5200000000000005|3.032424949778049
stage-01|44.19440504429615|12.343240103512485|5.800000000000001|3.9753615301612513
stage-01|44.19983201110394|12.33453602845848|5.51|4.895213611945542
stage-01|44.20481|12.32628|4.750000000000001|5.755811387892099
stage-01|44.20651006295289|12.323519246878286|4.36|6.063995284780715
stage-01|44.212160006404424|12.314603348456997|4.45|7.012539073900049
stage-01|44.21745244588634|12.305770321366236|4.5600000000000005|7.930088338765911
stage-01|44.22276006435844|12.297025710189862|5.37|8.843310360195437
stage-01|44.228266731369835|12.288143490017625|5.410000000000001|9.77917841220074
stage-01|44.23360000441816|12.279556676883875|5.19|10.684609821382647
stage-01|44.23841000180399|12.271590003994412|6.65|11.514639825305093
stage-01|44.2387|12.269670000000001|6.5600000000000005|11.693809651605855
stage-01|44.23794006698314|12.259457481549187|8.56|12.512485458585035
stage-01|44.23706000000001|12.248040000000001|12.31|13.427371471610204
stage-01|44.236230000000006|12.24103|13.9|14.00378305546573
stage-01|44.231790000000004|12.240110000000001|14.66|14.517195692878731
stage-01|44.23044|12.238330000000001|15.260000000000002|14.757276147929268
stage-01|44.231170000000006|12.2338|16.830000000000002|15.161188100767493
stage-01|44.23324|12.233|15.520000000000001|15.549722105122559
stage-01|44.23531566026399|12.225937903945969|13.63|16.162745290057263
stage-01|44.23767|12.219320000000002|17.8|16.761335350547185
stage-01|44.2425380000209|12.214890003248303|11.06|17.558170522146224
stage-01|44.249880000000005|12.21452|8.780000000000001|18.376707986852985
stage-01|44.25788999993548|12.21411000029406|8.440000000000001|19.26804204468837
stage-01|44.26487250003547|12.213800002075518|6.68|20.04507940753587
stage-01|44.27294666667874|12.21335666802226|6.0600000000000005|20.943647301045658
stage-01|44.27392751243959|12.206334999853548|5.630000000000001|21.595029638837612
stage-01|44.275415003356855|12.197510004923902|5.82|22.32859904068254
stage-01|44.27975000000001|12.19307|5.410000000000001|22.941268026030922
stage-01|44.283967193112034|12.185950072966746|5.540000000000001|23.6927202317825
stage-01|44.28781667121363|12.178480010582746|7.65|24.429780581248707
stage-01|44.29151|12.17106|7.46|25.15411920506621
stage-01|44.29373149657115|12.161072864762215|7.8100000000000005|25.999377975796882
stage-01|44.29539500568696|12.151460020750848|9.080000000000002|26.82525310814884
stage-01|44.30066|12.145850000000001|8.64|27.561519164927855
stage-01|44.304700000000004|12.14474|8.540000000000001|28.033498668481275
stage-01|44.30995|12.142130000000002|8.25|28.65601705321254
stage-01|44.314240000000005|12.137880000000001|7.33|29.24757045130501
stage-01|44.31956666666816|12.137576665671125|5.800000000000001|29.850594443468495
stage-01|44.326050001504555|12.136700015494643|4.85|30.581269903799107
stage-01|44.33151|12.138010000000001|4.4|31.22264284994876
stage-01|44.338300000000004|12.13957|4.710000000000001|31.988775717823525
stage-01|44.34362|12.13963|10.64|32.62859263069436
stage-01|44.34689|12.14239|7.140000000000001|33.13380391124975
stage-01|44.346500000000006|12.134570000000002|4.73|33.77043561100003
stage-01|44.34996500189977|12.127720003068525|4.86|34.457006271033855
stage-01|44.350590000000004|12.12193|5.13|34.95029092740186
stage-01|44.34805|12.11655|5.53|35.48939319808023
stage-01|44.345380000000006|12.114490000000002|5.9|35.83274704245739
stage-01|44.346430000000005|12.108110000000002|5.23|36.40537331411966
stage-01|44.348040000000005|12.10072|5.450000000000001|37.0323084215909
stage-01|44.351800000000004|12.09434|6.450000000000001|37.695721847422625
stage-01|44.3539|12.08594|10.67|38.420364315447436
stage-01|44.356938674933076|12.07607487304126|7.0200000000000005|39.2744217234779
stage-01|44.360040000000005|12.0662|7.3500000000000005|40.13195990065401
stage-01|44.36312000211751|12.056260003513366|7.08|40.995642424818556
stage-01|44.366741169896414|12.047022312373208|6.72|41.83315101371202
stage-01|44.37094115205575|12.036393396830224|8.110000000000001|42.798508694936814
stage-01|44.37449000053206|12.032154997357235|10.020000000000001|43.42131134389976
stage-01|44.380685000604956|12.034749994439613|10.07|44.14048650806776
stage-01|44.38432|12.039650000000002|9.770000000000001|44.718581091134304
stage-01|44.38635333817883|12.044376658121289|9.680000000000001|45.172798052851626
stage-01|44.389720000000004|12.05085|9.4|45.81035853980281
stage-01|44.390800000000006|12.049180000000002|9.49|46.031730376668484
stage-01|44.394670000000005|12.040090000000001|9.65|46.87256032310421
stage-01|44.39887500246307|12.03015000394132|9.780000000000001|47.79034292054013
stage-01|44.4015766726136|12.02264333747384|14.08|48.46236607378391
stage-01|44.4038000222019|12.013132023140036|8.440000000000001|49.258863980640385
stage-01|44.406940000000006|12.001800000000001|7.98|50.22479002873171
stage-01|44.41067801575294|11.991900022597399|8.520000000000001|51.11429493265044
stage-01|44.41377000000001|11.98319|9.15|51.88817164680122
stage-01|44.41532|11.980210000000001|10.010000000000002|52.40898582468428
stage-01|44.41698|11.981300000000001|10.040000000000001|52.61735632818215
stage-01|44.419000000000004|11.979800000000001|9.48|52.92787392737957
stage-01|44.42201|11.98544|9.22|53.50337856287747
stage-01|44.427620000000005|11.991660000000001|8.620000000000001|54.30288628031594
stage-01|44.429950000000005|11.996480000000002|8.06|54.7764161361221
stage-01|44.43269|12.001220000000002|7.580000000000001|55.2824950031693
stage-01|44.43773|12.004470000000001|6.180000000000001|55.90916656658695
stage-01|44.44390000034575|12.006934997996742|4.33|56.62532746706502
stage-01|44.448460000000004|12.01116|4.57|57.239897628253814
stage-01|44.45629|12.01642|3.2800000000000002|58.205544012699036
stage-01|44.46307003288026|12.021474820861044|3.35|59.059704967040666
stage-01|44.469360000509894|12.02568999754994|2.97|59.83665398902712
stage-01|44.474135001308255|12.030349997405457|2.2600000000000002|60.490426001650945
stage-01|44.47908715967581|12.037941382664359|2.89|61.30684245793518
stage-01|44.48395667054656|12.045176657001528|2.7700000000000005|62.09617499700304
stage-01|44.489230000000006|12.05084|2.71|62.839170173596884
